comment,xgboost,mat,ggsatd,voting_label,annotator1_label,annotator2_label,annotator3_label,label
/** * The UI format and the backend format differ for serialization (the UI never deserializes and the backend * serialization did not matter). TODO: change the frontend so it uses the same format. */,1,1,1,1,-1,-1,-1,-1
"// ""1=1"", // TODO: Throws NullPointerException",1,1,1,1,-1,-1,-1,-1
"// ""2^3"" // TODO: Should this generate an error?",1,1,1,1,-1,-1,-1,-1
// .setRedirectStrategy(new LaxRedirectStrategy()) // TODO: No longer needed since default doesn't exclude POST?,1,1,1,1,-1,-1,-1,-1
// FIXME - should we try and use mock(Project.class); - seems unnecessary complexity,1,1,0,1,-1,-1,-1,-1
// FIXME is adding a null cell (to represent no data) OK?,1,1,0,1,-1,-1,-1,-1
"// FIXME is adding a null cell (to represent no data, or a zero width column) OK?",1,1,0,1,-1,-1,-1,-1
// FIXME this line break is doubled - is this correct??,1,1,0,1,-1,-1,-1,-1
// FIXME what should be the behaviour if metadata is null? i.e. not found,1,1,0,1,-1,-1,-1,-1
// FIXME what should be the behaviour if project is null? i.e. not found or loaded.,1,1,0,1,-1,-1,-1,-1
"// FIXME what should happen if the metadata is found, but not the project? or vice versa?",1,1,0,1,-1,-1,-1,-1
// FIXME(SM): this initialization logic depends on the fact that the JVM's,1,1,0,1,-1,-1,-1,-1
"// FIXME: A LocalDate has no timezone, by definition.",1,1,0,1,-1,-1,-1,-1
// FIXME: Date/times without timezone info were interpreted as local up until May 2018 at which point they,1,1,0,1,-1,-1,-1,-1
// FIXME: Our JSON guesser doesn't work on small files,1,1,0,1,-1,-1,-1,-1
// FIXME: Probably need a test for this,1,1,1,1,-1,-1,-1,-1
// FIXME: Redundant? already includes in client builder,1,1,0,1,-1,-1,-1,-1
// FIXME: These return null instead of an EvalError,1,1,0,1,-1,-1,-1,-1
// FIXME: This error will get lost,1,1,0,1,-1,-1,-1,-1
// FIXME: This is English specific,1,1,0,1,-1,-1,-1,-1
// FIXME: This is fragile. Can we find out how many columns we have rather than assuming,1,1,0,1,-1,-1,-1,-1
"// FIXME: This is not a good error reporting mechanism, but it's what there today",1,1,1,1,-1,-1,-1,-1
// FIXME: This is wasteful of space and time. We should try to process on the fly,1,1,0,1,-1,-1,-1,-1
"// FIXME: We have a 10MB cap on the request size, but I'm not sure we've got a good",1,1,0,1,-1,-1,-1,-1
// FIXME: is trimming quotation marks appropriate?,1,1,0,1,-1,-1,-1,-1
// HACK to work around preferences corruption,1,1,1,1,-1,-1,-1,-1
// Latin Extended C - TODO: not supported yet,1,1,1,1,-1,-1,-1,-1
// TODO : Not sure what to do here?,1,1,1,1,-1,-1,-1,-1
"// TODO Antonin, 2022-02-11: remove this casting once we have https://github.com/Wikidata/Wikidata-Toolkit/issues/651",1,1,1,1,-1,-1,-1,-1
// TODO Do we want to make sure we can successfully deserialize the file too?,1,1,1,1,-1,-1,-1,-1
"// TODO For now, we know that they are all item updates because items are the only things we can create",1,1,1,1,-1,-1,-1,-1
// TODO This should ideally be hidden in a helper:,1,1,1,1,-1,-1,-1,-1
// TODO add EvalError instead? That is not so convenient,1,1,1,1,-1,-1,-1,-1
// TODO add checks for new MediaInfoEntities,1,1,1,1,-1,-1,-1,-1
// TODO check record,1,1,1,1,-1,-1,-1,-1
// TODO check that the datatype of the property matches that of the datavalue,1,1,1,1,-1,-1,-1,-1
// TODO find a way to report these errors to the user in a nice way,1,1,1,1,-1,-1,-1,-1
"// TODO instead of returning an empty (and invalid) schema, we should just return an error",1,1,1,1,-1,-1,-1,-1
"// TODO make the processManager variable private, and force all calls through this method",1,1,1,1,-1,-1,-1,-1
"// TODO migrate to System.getProperty(""user.home"")?",1,1,1,1,-1,-1,-1,-1
// TODO need to mock Timer and inject it into RefineServlet. Also need to deal with ProjectManager.singleton,1,1,1,1,-1,-1,-1,-1
"// TODO need to stub super.init(), mock Timer and inject it into RefineServlet",1,1,1,1,-1,-1,-1,-1
"// TODO possible improvements: bounds support, timezone support",1,1,1,1,-1,-1,-1,-1
"// TODO refactor getEngine to use dependency injection, so a mock Engine",1,1,1,1,-1,-1,-1,-1
// TODO refactor this so that we check if the save is needed before writing to the file!,1,1,1,1,-1,-1,-1,-1
// TODO revisit this when (if?) federation support makes it possible,1,1,1,1,-1,-1,-1,-1
// TODO support for deleted statements,1,1,1,1,-1,-1,-1,-1
// TODO test canSaveAllModifiedWithRaceCondition,1,1,1,1,-1,-1,-1,-1
// TODO test ensureProjectSave in race condition,1,1,1,1,-1,-1,-1,-1
// TODO test registerProject in race condition,1,1,1,1,-1,-1,-1,-1
// TODO this does not seem to do anything - maybe we need to pass it to OpenRefine in some other way?,1,1,1,1,-1,-1,-1,-1
// TODO what format here?,1,1,1,1,-1,-1,-1,-1
// TODO would need to mock Timer and inject it into RefineServlet. Also need to deal with ProjectManager.singleton,1,1,1,1,-1,-1,-1,-1
// TODO(dfhuynh): Temporary solution until we figure out why cross butterfly module class resolution,1,1,1,1,-1,-1,-1,-1
// TODO: Add support for processing in record mode instead of just by rows,1,1,1,1,-1,-1,-1,-1
// TODO: Add tests for non-Western languages,1,1,1,1,-1,-1,-1,-1
// TODO: An array of doubles would be more memmory efficient - double[] allValues,1,1,1,1,-1,-1,-1,-1
// TODO: Do we need to preserve the original filename? Take first piece before #?,1,1,1,1,-1,-1,-1,-1
// TODO: Do we really want the following two tests to return different results?,1,1,1,1,-1,-1,-1,-1
"// TODO: From a human factors point of view, we probably want",1,1,1,1,-1,-1,-1,-1
// TODO: Guess based on sniffing magic numbers,1,1,1,1,-1,-1,-1,-1
// TODO: How do we do output hyperlinks?,1,1,1,1,-1,-1,-1,-1
"// TODO: If different files have different encodings, we're only able to present a single",1,1,0,1,-1,-1,-1,-1
"// TODO: If we had a time datatype, we could use something like the following",1,1,1,1,-1,-1,-1,-1
// TODO: Internationalize (i18n),1,1,1,1,-1,-1,-1,-1
// TODO: Make private? At least protected?,1,1,1,1,-1,-1,-1,-1
// TODO: Make thresholds proportional to the amount of data read?,1,1,1,1,-1,-1,-1,-1
// TODO: Move this to the CSV project?,1,1,1,1,-1,-1,-1,-1
// TODO: Not sure what to do yet,1,1,1,1,-1,-1,-1,-1
// TODO: Only increment for first instance in record?,1,1,1,1,-1,-1,-1,-1
"// TODO: Only use ""key column"" if it's 100% populated?",1,1,1,1,-1,-1,-1,-1
// TODO: Option to keep partial results after cancellation?,1,1,1,1,-1,-1,-1,-1
// TODO: Placeholder for future Basic Auth implementation,1,1,1,1,-1,-1,-1,-1
// TODO: Should these be converted to spaces instead of being removed?,1,1,1,1,-1,-1,-1,-1
// TODO: Should this return an empty array?,1,1,1,1,-1,-1,-1,-1
// TODO: Should this use ServletException instead of respondException?,1,1,1,1,-1,-1,-1,-1
"// TODO: The escape below looks wrong, but is probably harmless in most cases",1,1,1,1,-1,-1,-1,-1
"// TODO: The standard lang name is ""JSONLD""",1,1,1,1,-1,-1,-1,-1
"// TODO: The standard lang name is ""N-TRIPLE""",1,1,0,1,-1,-1,-1,-1
// TODO: These don't get folded to ASCII equivalents. Not sure if they should be,1,1,1,1,-1,-1,-1,-1
// TODO: This can fail silently if the Freebase extension is not installed.,1,1,1,1,-1,-1,-1,-1
"// TODO: This doesn't really make sense since a LocalDate, by definition, doesn't have timezone info",1,1,1,1,-1,-1,-1,-1
"// TODO: This is current behavior, but is it what we want?",1,1,1,1,-1,-1,-1,-1
// TODO: This is using the default locale. Is that what we want?,1,1,1,1,-1,-1,-1,-1
// TODO: This needs to be refactored to be able to test import from archives,1,1,1,1,-1,-1,-1,-1
// TODO: This seems like a lot,1,1,1,1,-1,-1,-1,-1
// TODO: This test fails because the HTML table exporter,1,1,1,1,-1,-1,-1,-1
"// TODO: This will save a separate copy for each file in the import, but they're",1,1,1,1,-1,-1,-1,-1
// TODO: Throw exception instead?,1,1,1,1,-1,-1,-1,-1
// TODO: We could probably lazily initialize these when needed for efficiency,1,1,1,1,-1,-1,-1,-1
// TODO: We need a way to provide progress to the user during long uploads,1,1,1,1,-1,-1,-1,-1
// TODO: We really want the column/group with the highest % of,1,1,1,1,-1,-1,-1,-1
// TODO: We really want to store this on the request so it's available for everyone,1,1,1,1,-1,-1,-1,-1
// TODO: We should switch from using the internal compiler class,1,1,1,1,-1,-1,-1,-1
// TODO: We should to switch from using Compiler.load,1,1,1,1,-1,-1,-1,-1
"// TODO: We'd like things to be more strongly typed a la the following, but",1,1,1,1,-1,-1,-1,-1
// TODO: We'll never see this after decomposition,1,1,1,1,-1,-1,-1,-1
// TODO: add more test cases,1,1,1,1,-1,-1,-1,-1
// TODO: better error reporting,1,1,1,1,-1,-1,-1,-1
// TODO: cell.getHyperlink();,1,1,1,1,-1,-1,-1,-1
// TODO: check data types,1,1,1,1,-1,-1,-1,-1
"// TODO: check validity of new cell index, e.g., it's not in any group",1,1,1,1,-1,-1,-1,-1
// TODO: how can we tell if a cell contains an error?,1,1,1,1,-1,-1,-1,-1
// TODO: hyperlink.getAddress();,1,1,0,1,-1,-1,-1,-1
// TODO: look for other mexican indian words,1,1,1,1,-1,-1,-1,-1
// TODO: make customizable?,1,1,1,1,-1,-1,-1,-1
// TODO: more tests for datetimes with timezones and/or offsets,1,1,1,1,-1,-1,-1,-1
// TODO: more thorough URL validation instead,1,1,1,1,-1,-1,-1,-1
// TODO: remove currentDocs.isEmpty() once https://github.com/Wikidata/Wikidata-Toolkit/issues/402 is solved,1,1,1,1,-1,-1,-1,-1
// TODO: return null instead (like fallthrough case),1,1,1,1,-1,-1,-1,-1
// TODO: support exponent e notation,1,1,1,1,-1,-1,-1,-1
// TODO: support repeating keys in this mode too,1,1,1,1,-1,-1,-1,-1
// TODO: test with column reconciled against different identifier space,1,1,1,1,-1,-1,-1,-1
// TODO: this can be hoisted into superclass,1,1,1,1,-1,-1,-1,-1
// XXX see if we can shift things around,0,1,1,1,-1,-1,-1,-1
// hack to make sure we have a non-null snak,1,1,1,1,-1,-1,-1,-1
// } else if (v instanceof EvalError) { // @ToDo fix this with issue #2562,1,1,1,1,-1,-1,-1,-1
"/**     * @todo Although the HTTP code has been unified, there may still be opportunity     * to refactor a higher level querying library out of this which could be shared     * with StandardReconConfig     *     * It may also be possible to extract a library to query reconciliation services     * which could be used outside of OpenRefine.     */",1,1,1,1,-1,-1,-1,-1
"/**     * A List implementation to match the characteristics needed by the     * import process.  It's optimized for a relatively small number of     * contiguous records at a potentially large offset from zero.     * <p>     * I suspect it's usually only a single row, but we support more, just     * not as efficiently.  Depending on the behavior of the ColumnGroups     * this may not be necessary at all, but I don't fully understand what it     * does, so we'll just put this hack in place for now.     *     * @param <T>     */",1,1,0,1,-1,-1,-1,-1
"/**     * Constructor.     * @todo remove this, it does not create a valid schema.     */",1,1,1,1,-1,-1,-1,-1
"/**     * Default strategy used in previous versions of the tool, where no     * strategy could be specified.     * TODO make it faithful to what it was before.     */",1,1,1,1,-1,-1,-1,-1
/**     * Generates the statement groups which should appear on this entity if it is created     * as new.     * @todo those statements are not currently deduplicated among themselves     */,1,1,1,1,-1,-1,-1,-1
/**     * TODO     * - use JsonIdentityInfo on recon     * - implement custom resolver to tie it to a pool     * - figure it all out     * @return     */,1,1,1,1,-1,-1,-1,-1
"/**     * TODO the following tests were written for LoginCommand but actually test ConnectionManager. They should be     * rewritten to directly test this class.     *     * @Test public void testLogoutFailedBecauseCredentialsExpired() throws Exception { // if our credentials expire and     *       we try to log out, // we should consider that the logout succeeded. // Workaround for     *       https://github.com/Wikidata/Wikidata-Toolkit/issues/511 BasicApiConnection connection =     *       mock(BasicApiConnection.class);     *       whenNew(BasicApiConnection.class).withAnyArguments().thenReturn(connection);     *       when(connection.getCurrentUser()).thenReturn(username);     *     *       when(request.getParameter(""csrf_token"")).thenReturn(Command.csrfFactory.getFreshToken());     *       when(request.getParameter(API_ENDPOINT)).thenReturn(apiEndpoint);     *       when(request.getParameter(USERNAME)).thenReturn(username);     *       when(request.getParameter(PASSWORD)).thenReturn(password);     *     *       // login first command.doPost(request, response);     *     *       assertTrue(ConnectionManager.getInstance().isLoggedIn(apiEndpoint));     *     *       // logout when(request.getParameter(""logout"")).thenReturn(""true""); doThrow(new     *       MediaWikiApiErrorException(""assertuserfailed"", ""No longer logged in"")).when(connection).logout();     *       command.doPost(request, response);     *     *       // not logged in anymore assertFalse(ConnectionManager.getInstance().isLoggedIn(apiEndpoint)); }     *     * @Test public void testMultipleConnections() throws Exception { BasicApiConnection connection =     *       mock(BasicApiConnection.class);     *       whenNew(BasicApiConnection.class).withAnyArguments().thenReturn(connection);     *       when(connection.getCurrentUser()).thenReturn(username);     *     *       String wikibase1 = ""https://www.wikibase1.org/w/api.php""; String wikibase2 =     *       ""https://www.wikibase2.org/w/api.php"";     *     *       when(request.getParameter(""csrf_token"")).thenReturn(Command.csrfFactory.getFreshToken());     *       when(request.getParameter(USERNAME)).thenReturn(username);     *       when(request.getParameter(PASSWORD)).thenReturn(password);     *     *       // login to one endpoint first when(request.getParameter(API_ENDPOINT)).thenReturn(wikibase1);     *       command.doPost(request, response);     *     *       // not logged in to another endpoint assertFalse(ConnectionManager.getInstance().isLoggedIn(wikibase2));     *     *       // login to another endpoint when(request.getParameter(API_ENDPOINT)).thenReturn(wikibase2);     *       command.doPost(request, response);     *     *       // logged in to both endpoints assertTrue(ConnectionManager.getInstance().isLoggedIn(wikibase1));     *       assertTrue(ConnectionManager.getInstance().isLoggedIn(wikibase2));     *     *       // logout from the first endpoint when(request.getParameter(""logout"")).thenReturn(""true"");     *       when(request.getParameter(API_ENDPOINT)).thenReturn(wikibase1); command.doPost(request, response);     *     *       // logged out from the first endpoint assertFalse(ConnectionManager.getInstance().isLoggedIn(wikibase1));     *     *       // still logged in to another endpoint assertTrue(ConnectionManager.getInstance().isLoggedIn(wikibase2)); }     */",1,1,1,1,-1,-1,-1,-1
/**     * The UI format and the backend format differ for serialization (the UI never deserializes and the backend     * serialization did not matter). TODO: change the frontend so it uses the same format.     */,1,1,1,1,-1,-1,-1,-1
"// -------------------AutoSaveTimerTask tests-----------// TODO would need to mock Timer and inject it into RefineServlet. Also need to deal with ProjectManager.singleton// -------------------init tests------------------------// TODO need to stub super.init(), mock Timer and inject it into RefineServlet// -------------------destroy tests---------------------// TODO need to mock Timer and inject it into RefineServlet. Also need to deal with ProjectManager.singleton// --------------------doGet tests----------------------",1,1,1,1,-1,-1,-1,-1
"// FIXME(SM): this initialization logic depends on the fact that the JVM's// current working directory is the root of the OpenRefine distributions// or the development checkouts. While this works in practice, it would// be preferable to have a more reliable address space, but since we// don't have access to the servlet context from this class this is// the best we can do for now.",1,1,0,1,-1,-1,-1,-1
"// FIXME: Date/times without timezone info were interpreted as local up until May 2018 at which point they// switch to UTC// assertEquals(invoke(""toDate"", ""2013-06-01T13:12:11""), CalendarParser.parseAsOffsetDateTime(""2013-06-01// 13:12:11""));// These match current behavior, but would fail with the historic (pre-2018) behavior",1,1,0,1,-1,-1,-1,-1
"// FIXME: Probably need a test for this// Comparable[] is a (slight) lie since nulls can be included, but our comparator will handle them",1,1,0,1,-1,-1,-1,-1
"// FIXME: These return null instead of an EvalError// assertTrue(invoke(""chomp"") instanceof EvalError);// assertTrue(invoke(""chomp"", """") instanceof EvalError);// assertTrue(invoke(""chomp"", 1, 1) instanceof EvalError);",1,1,0,1,-1,-1,-1,-1
// FIXME: This is fragile. Can we find out how many columns we have rather than assuming// it'll always be the default A-Z?,1,1,0,1,-1,-1,-1,-1
"// FIXME: We have a 10MB cap on the request size, but I'm not sure we've got a good// way to quickly tell how big our request is. Just reduce row count for now.",1,1,0,1,-1,-1,-1,-1
// NOTE: both year and day are set// XXX see if we can shift things around,0,1,1,1,-1,-1,-1,-1
// Start a new row on our beginning of record key// TODO: Add support for processing in record mode instead of just by rows,1,1,1,1,-1,-1,-1,-1
// TODO This should ideally be hidden in a helper:// https://github.com/Wikidata/Wikidata-Toolkit/issues/471,1,1,1,1,-1,-1,-1,-1
// TODO add EvalError instead? That is not so convenient// for users because they would lose the cell contents.// Better leave the cell unreconciled so they can be reconciled again later.,1,1,1,1,-1,-1,-1,-1
// TODO check that the datatype of the property matches that of the datavalue// (important when we introduce property variables),1,1,1,1,-1,-1,-1,-1
"// TODO refactor getEngine to use dependency injection, so a mock Engine// object can be used.",1,1,1,1,-1,-1,-1,-1
// TODO test canSaveAllModifiedWithRaceCondition// -------------helpers-------------,0,1,1,1,-1,-1,-1,-1
// TODO(dfhuynh): Temporary solution until we figure out why cross butterfly module class resolution// doesn't entirely work,1,1,1,1,-1,-1,-1,-1
"// TODO: Do we need to preserve the original filename? Take first piece before #?// JSONUtilities.safePut(options, ""fileSource"", fileSource + ""#"" + sheet.getSheetName());",1,1,1,1,-1,-1,-1,-1
"// TODO: If different files have different encodings, we're only able to present a single// encoding to the user currently. Should we check for conflicts? Warn the user?",1,1,1,1,-1,-1,-1,-1
"// TODO: If we had a time datatype, we could use something like the following// to distinguish times from dates (although Excel doesn't really make the distinction)// Another alternative would be to look for values < 0.60// String format = cell.getCellStyle().getDataFormatString();// if (!format.contains(""d"") && !format.contains(""m"") && !format.contains(""y"") ) {// // It's just a time// }",1,1,1,1,-1,-1,-1,-1
"// TODO: Placeholder for future Basic Auth implementation// String userinfo = url.getUserInfo();// // HTTPS only - no sending password in the clear over HTTP// if (""https"".equals(url.getProtocol()) && userinfo != null) {// int s = userinfo.indexOf(':');// if (s > 0) {// String user = userinfo.substring(0, s);// String pw = userinfo.substring(s + 1, userinfo.length());// CredentialsProvider credsProvider = new BasicCredentialsProvider();// credsProvider.setCredentials(new AuthScope(url.getHost(), 443),// new UsernamePasswordCredentials(user, pw.toCharArray()));// httpClientBuilder = httpClientBuilder.setDefaultCredentialsProvider(credsProvider);// }// }",1,1,1,1,-1,-1,-1,-1
"// TODO: The standard lang name is ""N-TRIPLE""// we may need to switch if we change packagings",1,1,1,1,-1,-1,-1,-1
"// TODO: These don't get folded to ASCII equivalents. Not sure if they should be// {""ƄƅƉƊƋƌƔƕƖƗƘƙƚƛƜƝƞƟƠơƢƣƤƥƦƧƨƩƪƫƬƭƮƯưƱƲƳƴƵƶƷƸƹƺƻƼƽƾƿǀǁǂǃǄǅǆǇǈǉǊǋǌǍǎǏǐǑǒǓǔǕǖǗǘǙǚǛǜǝ"",// ""bbddddhiikkllmnnooooopprssssttttuuuuyyzz                      aaiioouuuuuuuuuux""},// {""ǞǟǠǡǢǣǤǥǦǧǨǩǪǫǬǭǮǯǰǱǲǳǴǵǶǷǸǹǺǻǼǽǾǿȀȁȂȃȄȅȆȇȈȉȊȋȌȍȎȏȐȑȒȓȔȕȖȗȘșȚțȜȝȞȟȠȡȢȣȤȥȦȧȨȩȪȫȬȭȮȯȰȱȲȳȴȵȶȷȸȹȺȻȼȽȾȿɀɁɂɃɄɅɆɇɈɉɊɋɌɍɎɏ"",// ""aaaaaeaeggggkkqqqqqssjdzdzggpnnaaaeaeooaaaeeeeeiiiioooorrrruuuusstt    zzaaeeooooooooyy""},// Latin Extended Additional",1,1,1,1,-1,-1,-1,-1
// TODO: This test fails because the HTML table exporter// apparently doesn't honor the column header option. Should it?,1,1,1,1,-1,-1,-1,-1
"// TODO: This will save a separate copy for each file in the import, but they're// going to be mostly the same",1,1,1,1,-1,-1,-1,-1
"// TODO: We really want the column/group with the highest % of// records with at least one row populated, so popular optional// elements with multiple instances per record don't// outweigh mandatory elements with a single occurrence per record// TODO: From a human factors point of view, we probably want// to try to preserve the order that we found things in the XML// Sort by most populated first, but leave order unchanged if they're equal",1,1,1,1,-1,-1,-1,-1
"// TODO: We really want to store this on the request so it's available for everyone// request.getParameterMap().put(name, value);",1,1,1,1,-1,-1,-1,-1
"// TODO: We should switch from using the internal compiler class// final static private Var CLOJURE_READ_STRING = RT.var(""clojure.core"", ""read-string"");// final static private Var CLOJURE_EVAL = RT.var(""clojure.core"", ""eval"");",1,1,1,1,-1,-1,-1,-1
"// TODO: We should to switch from using Compiler.load// because it's technically an internal interface// Object code = CLOJURE_READ_STRING.invoke(// ""(fn [value cell cells row rowIndex] "" + s + "")""// );",1,1,1,1,-1,-1,-1,-1
"// TODO: We'd like things to be more strongly typed a la the following, but// it's too involved to change right now// abstract public class Key implements Comparable<Key> {// abstract public int compareTo(Key key);// }",1,1,1,1,-1,-1,-1,-1
// TODO: how can we tell if a cell contains an error?// String formula = cell.getFormula();,1,1,1,1,-1,-1,-1,-1
// TODO: look for other mexican indian words// where 'X' is usually pronounced this way,1,1,1,1,-1,-1,-1,-1
"// TODO: more tests for datetimes with timezones and/or offsets// assertEquals(invoke(""toDate"", ""2013-06-01T13:12:11+06:00""),// CalendarParser.parseAsOffsetDateTime(""2013-06-01 13:12:11""));",1,1,1,1,-1,-1,-1,-1
// We assume first key encountered is the beginning of record key// TODO: make customizable?,1,1,1,1,-1,-1,-1,-1
"// null, true, false 0,1,-2.1,0.23,-0.24,3.14e100// TODO: check data types",1,1,0,1,-1,-1,-1,-1
"// only compare the string ids, not the siteIRIs, to avoid// federation-related issues. We expect that in a given context,// only entities from a given Wikibase can appear.// TODO revisit this when (if?) federation support makes it possible// to mix up entities from different Wikibases in the same data slot",1,1,1,1,-1,-1,-1,-1
"// wrapper of processManager variable to allow unit testing// TODO make the processManager variable private, and force all calls through this method",1,1,1,1,-1,-1,-1,-1
"// } else if (v instanceof EvalError) { // @ToDo fix this with issue #2562// return ""error"";",1,1,1,1,-1,-1,-1,-1
"/*             * TODO `resultSet.getTime(columnIndex)` returns wrong value if JVM's zone had forward offset change during 1970-01-01             * and the time value being retrieved was not present in local time (a 'gap'), e.g. time retrieved is 00:10:00 and JVM zone is America/Hermosillo             * The problem can be averted by using `resultSet.getObject(columnIndex, LocalTime.class)` -- but this is not universally supported by JDBC drivers.             */",1,1,1,1,-1,-1,-1,-1
"/*             * TODO `resultSet.getTimestamp(columnIndex)` returns wrong value if JVM's zone had forward offset change and the local time             * corresponding to timestamp value being retrieved was not present (a 'gap'), this includes regular DST changes (e.g. Europe/Warsaw)             * and one-time policy changes (Asia/Kathmandu's shift by 15 minutes on January 1, 1986, 00:00:00).             * The problem can be averted by using `resultSet.getObject(columnIndex, LocalDateTime.class)` -- but this is not universally supported by JDBC drivers.             */",1,1,1,1,-1,-1,-1,-1
"/*         *   HACK!         *         *   Currently cost model always has to compute the total cost of an operation.         *   For JOIN the total cost consist of 4 parts:         *     - Cost of exchanges that have to be introduced to execute a JOIN         *     - Cost of building a hash table         *     - Cost of probing a hash table         *     - Cost of building an output for matched rows         *         *   When output size for a JOIN cannot be estimated the cost model returns         *   UNKNOWN cost for the join.         *         *   However assuming the cost of JOIN output is always the same, we can still make         *   cost based decisions based on the input cost for different types of JOINs.         *         *   Although the side flipping can be made purely based on stats (smaller side         *   always goes to the right), determining JOIN type is not that simple. As when         *   choosing REPLICATED over REPARTITIONED join the cost of exchanging and building         *   the hash table scales with the number of nodes where the build side is replicated.         *         *   TODO Decision about the distribution should be based on LocalCostEstimate only when PlanCostEstimate cannot be calculated. Otherwise cost comparator cannot take query.max-memory into account.         */",1,1,1,1,-1,-1,-1,-1
"/*         *   HACK!         *         *   Currently cost model always has to compute the total cost of an operation.         *   For SEMI-JOIN the total cost consist of 4 parts:         *     - Cost of exchanges that have to be introduced to execute a JOIN         *     - Cost of building a hash table         *     - Cost of probing a hash table         *     - Cost of building an output for matched rows         *         *   When output size for a SEMI-JOIN cannot be estimated the cost model returns         *   UNKNOWN cost for the join.         *         *   However assuming the cost of SEMI-JOIN output is always the same, we can still make         *   cost based decisions based on the input cost for different types of SEMI-JOINs.         *         *   TODO Decision about the distribution should be based on LocalCostEstimate only when PlanCostEstimate cannot be calculated. Otherwise cost comparator cannot take query.max-memory into account.         */",1,1,1,1,-1,-1,-1,-1
/*         * HACK!         *         * Stats model doesn't multiply the number of rows by the number of tasks for replicated         * exchange to avoid misestimation of the JOIN output.         *         * Thus the cost estimation for the operations that come after a replicated exchange is         * underestimated. And the cost of operations over the replicated copies must be explicitly         * added here.         */,1,1,1,1,-1,-1,-1,-1
"/*     * In theory, recoverable grouped execution should be decided at query section level (i.e. a connected component of stages connected by remote exchanges).     * This is because supporting mixed recoverable execution and non-recoverable execution within a query section adds unnecessary complications but provides little benefit,     * because a single task failure is still likely to fail the non-recoverable stage.     * However, since the concept of ""query section"" is not introduced until execution time as of now, it needs significant hacks to decide at fragmenting time.     * TODO: We should introduce ""query section"" and make recoverability analysis done at query section level.     */",1,1,0,1,-1,-1,-1,-1
/*     * Sentinel unicode comment character (http://www.unicode.org/faq/private_use.html#nonchar_codes).     * It is expected that \uFDD0 sentinel comment character is not the first character in any row of user's CSV S3 object.     * The rows starting with \uFDD0 will be skipped by S3Select and will not be a part of the result set or aggregations.     * To process CSV objects that may contain \uFDD0 as first row character please disable S3SelectPushdown.     * TODO: Remove this proxy logic when S3Select API supports disabling of row level comments.     */,1,1,0,1,-1,-1,-1,-1
"/*     * Since plan matching is done through SymbolAlias, which does not include type information, we cannot directly use     * VariableReferenceExpression::equals to check whether two specification are equivalent once they include VariableReferenceExpression.     * TODO Directly use equals once SymbolAlias is converted to something with type information.     */",1,1,1,1,-1,-1,-1,-1
/*     * TODO: the close() method will shutdown the external process     */,1,1,1,1,-1,-1,-1,-1
/* * TODO Eventually we should only need to inline VariableReferenceExpression to RowExpression. We should remove this once https://github.com/prestodb/presto/issues/12828 is done. */,1,1,1,1,-1,-1,-1,-1
/* TODO TIMESTAMP_WITH_TIMEZONE */,1,1,1,1,-1,-1,-1,-1
/* TODO TIME_WITH_TIMEZONE */,1,1,1,1,-1,-1,-1,-1
"/* TODO:       This class could be extended to handle any expressions like:       A.a * sin(A.b) / log(B.x) < cos(B.z)       by transforming it to:       f(A.a, A.b) < g(B.x, B.z)       Where f(...) and g(...) would be some functions/expressions. That       would allow us to perform binary search on arbitrary complex expressions       by sorting position links according to the result of f(...) function.     */",1,1,1,1,-1,-1,-1,-1
/** * <tt>_key</tt> - Represents the key as a text column. Format is UTF-8 which may be wrong for topics. TODO: make charset configurable. */,1,1,1,1,-1,-1,-1,-1
/** * <tt>_message</tt> - Represents the full topic as a text column. Format is UTF-8 which may be wrong for some topics. TODO: make charset configurable. */,1,1,1,1,-1,-1,-1,-1
/** * Alter the specified function. * TODO: Support transaction */,1,1,1,1,-1,-1,-1,-1
/** * Create or replace the specified function. * TODO: Support transaction */,1,1,1,1,-1,-1,-1,-1
/** * Drop the specified function. * TODO: Support transaction */,1,1,1,1,-1,-1,-1,-1
"/** * Given a list of plan node hashes, returns historical statistics for them. * Some entries in return value may be missing if no corresponding history exists. * This can be called even when hash of a plan node is not present. * * TODO: Using PlanNode as map key can be expensive, we can use Plan node id as a map key. */",1,1,1,1,-1,-1,-1,-1
"/** * List all functions managed by the {@link FunctionNamespaceManager}. * likePattern and escape are from `SHOW FUNCTIONS LIKE [likePattern] escape [escape]`. * Backends supporting like pattern / escape matching can use this to prefilter functions, but Presto will filter again, so it is fine if the backend doesn't * use these parameters. * TODO: Support transaction */",1,1,0,1,-1,-1,-1,-1
