commenttext,classification
todo do not require pop,1
ss fixme this doe not preserve original order of when clause we could consider preserving the order or maybe not since we would have to sort the constant first in any case for outputing jump table in certain situation add body to map for emitting later,1
todo do not require pop,1
ss fixme why is the for node being built using closure and not a a regular loop with branch \? this ha implication on inlining implementation of closure next break etc when each and the block it consumes are inlined together in the caller the loop from the each should become a normal loop without any closure but in this implementation of for we replace one closure with another !,1
todo do not require pop,1
synchronized method per jruby unsafe double checked locking fixme synchronization is still wrong in cp code,1
todo do not require pop,1
vulture thread will periodically expunge dead entry entry are also expunged during 'put operation this is designed to cover the case where many object are created initially followed by limited put activity fixme disabled below pending resolution of finalization issue,1
todo do not require pop,1
get value from current scope or one of it captured scope fixme block variable are not getting primed to nil so we need to null check those until we prime them properly also add assert back in param offset zero indexed value that represents where variable life param depth how many captured scope down this variable should be set return the value here,1
todo do not require pop,1
fixme we are assuming that original string will be raw byte if ku is provided this will not be true but that is ok for now deal with that when someone need it,1
todo do not require pop,1
todo ruby lock the string here,1
todo do not require pop,1
todo rubicon testkernel dy without this line a cursory glance implies we falsely set ! to nil and this set it back to something valid this should get fixed at the same time we address bug,1
todo do not require pop,1
mri behavior this combination of flag is not allowed,1
todo do not require pop,1
zero args with block fixme omit args index subtract one from normal block index,1
todo do not require pop,1
fixme it may be possible to killpg on system which support it posix library need to tell whether a particular method work or not,1
todo do not require pop,1
todo this code effectively disables all inspection based optimization none of them are safe yet,1
todo do not require pop,1
fixme no argument seems to work for k in mri plus this should not siphon off additional args 'jruby k scriptsfoo also better error processing,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
we are in eval with binding break out early fixme this is broken with the new backtrace stuff,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
fixme this is a system error based on errno,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo make sure it 's really safe to not to copy it,1
fixme not correct exception,1
fixme we can not guarantee this will always be a rubyio so the old code here is not safe,1
dump the trace and continue this is currently only here for android which seems to have bug in it enumeration logic,1
fixme add at exit and finalizers to exit then make exit bang not call those,1
todo need to isolate the current thread from class creation,1
xxx actually only on window,1
enebo should frogger foo work it doesnt in linux ruby \?,1
fixme can not use static would interfere with other runtimes in the same jvm,1
todo anything thread attached to original fd are notified of the close see rb thread fd close,1
todo this is an freopen in mri this is close but not quite the same,1
todo ruby lock the string here,1
fixme check how ruby handle this,1
todo full precision divmod is x slower than mri !,1
fixme i 'm not sure this is right but the old code returned the undef which definitely is not right,1
enebo very wrong,1
fixme mri ha special case for constant here,1
fixme throw the right argumenterror 's if the class is missing or if it 's a module,1
fixme this is not quite right it should not evaluate the value if it 's going to throw the error,1
todo we should use implicit nil for body but problem punt til later,1
todo we should use implicit nil for body but problem punt til later,1
get value from current scope or one of it captured scope fixme block variable are not getting primed to nil so we need to null check those until we prime them properly also add assert back in param offset zero indexed value that represents where variable life param depth how many captured scope down this variable should be set return the value here,1
get value from current scope or one of it captured scope fixme block variable are not getting primed to nil so we need to null check those until we prime them properly also add assert back in param offset zero indexed value that represents where variable life param depth how many captured scope down this variable should be set return the value here,1
get value from current scope or one of it captured scope fixme block variable are not getting primed to nil so we need to null check those until we prime them properly also add assert back in param offset zero indexed value that represents where variable life param depth how many captured scope down this variable should be set return the value here,1
get value from current scope or one of it captured scope fixme block variable are not getting primed to nil so we need to null check those until we prime them properly also add assert back in param offset zero indexed value that represents where variable life param depth how many captured scope down this variable should be set return the value here,1
todo do not require pop,1
fixme x flag not supported case x break,1
fixme this is causing a verification error for some reason nilclass dispatcher callbackfactory createdispatcher nilclass,1
walk up the scope tree right now a much a possible to avoid run time walking ss fixme any reason why this might break in the presence of ruby 's dynamic resolution \? what might break \?,1
todo do not require pop,1
walk up the scope tree right now a much a possible to avoid run time walking ss fixme any reason why this might break in the presence of ruby 's dynamic resolution \? what might break \?,1
fixme errno description from constantine on window are not useful at the moment,1
todo do not require pop,1
fixme this should reset to what it wa before,1
ss fixme incorect !,1
fixme vulture daemon thread prevents finalization find alternative approach vulture start,1
fixme this seems like a good assertion but it break compiled code and the code seems to run without it assert currentmodule ! null can not push null rubyclass,1
are there are available data flow fact to run this problem \? ss fixme silly optimization \?,1
ss fixme for constant array we should never get here !,1
fixme this is wrong,1
fixme may need to broaden for ipv ip address string,1
todo sys fail,1
are there are available data flow fact to run this problem \? ss fixme silly optimization \?,1
ss fixme verify semantics of this instruction,1
fixme this is not quite right it should not evaluate the value if it 's going to throw the error,1
todo full precision remainder is x slower than mri !,1
fixme broken but behaving,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
todo do not require pop,1
we basically ignore protocol let someone report it,1
ss fixme is this correct \?,1
fixme i use a for block to implement end node because we need a proc which capture it enclosing scope forblock now represents these node and should be renamed,1
ss fixme is the ordering correct \? poll before next,1
we use a highly uncommon string to represent the paragraph delimiter soln not worth it,1
add a self recv here todo is this right \?,1
todo mri behavior call or add depending on the call but this lead to exception when float are added see return callcoerced context op b true this is mri behavior we 'll use ours for now thus providing an ability to add float,1
ss fixme is this correctly placed at the end of the loop iteration \?,1
todo ruby reuses this logic for other write behavior by checking if it 's an io and calling write again,1
ss fixme where doe this go \? m setlineposition arraynode getposition,1
it would be nice and logical ! if exponent form behaved like ee and decimal form behaved like f but no such luck hence,1
ss fixme these should get normally compiled or initialized some other way ss fixme parentsuper type info is incorrect ! these are just placeholder for now this need to be updated with real class object later !,1
todo not allocatable allocator is probably ok here confirm jruby,1
ss fixme i could make ir loop a scope too semantically it is a scope but functionally not sure if this is required yet,1
this cover the rare case of lower case class name and thus will fail of the time fortunately we 'll only do this once per package name and seriously folk look into best practice,1
ss fixme should this be a string literal or a string \? dummy class for the script,1
todo should this be deprecated \? to be efficient internals should deal with rubyhash directly,1
ss fixme doe int suffice or do we need long \?,1
module are included with a shim class we must find that shim to handle super appropriately,1
reset value map if this instruction is the startend of a basic block right now call are considered hard boundary for optimization and information can not be propagated across them ! ss fixme rather than treat all call with a broad brush what we need is to capture different attribute about a call us closure known call target can modify scope etc this information is probably already present in the ast inspector,1
todo determine whether we should perhaps store non singleton class in the implementationclass,1
ss fixme correct \? where doe closure arg come from \?,1
fixme consider fixing node assign itself rather than single case,1
ss fixme should i have a reference to the ir loop that is being retried \?,1
temporary hack to handle non ruby value will come up with better solution shortly,1
simplify the variable too to keep these variable in sync with what is actually used in the when clause this is not required for correctness reason but only for performance reason,1
must be called from main thread it is currently but this bother me,1
con fixme i do not know how to make case be an expression doe that logic need to go here \?,1
fixme legal here \? may want unsupportedoperationexception,1
fixme this is an ugly hack to resolve jruby i 'm not proud of it,1
something wrong we do not know the cwd todo is this behavior really desirable \? mov,1
todo no java stringity,1
fixme total hack to get flash in rail marshallingunmarshalling in session ok we need to totally change marshalling to work with overridden core class,1
todo this method is not present in mri !,1
fixme ideally javaobject instance should be marshallable which mean that the javaobject metaclass should have an appropriate allocator jruby,1
todo public only \?,1
fixme this should probably do some translation from ruby priority level to java priority level until we have green thread,1
todo consider a better way of synchronizing,1
using ioinputstream may not be the most performance way but it 's easy,1
fixme we should not be regenerating this over and over,1
xxx this check previously used callmethod to check for equality between class when scanning the hierarchy however the check may be safe we should only ever have one instance bound to a given typeconstant if it 's found to be unsafe examine way to avoid the call,1
todo not allocatable allocator is probably ok here confirm jruby,1
todo why are we duplicating the constant here and then in file constant below \? file constant is included in io,1
a cloned method now belongs to a new class set it todo make dynamicmethod immutable,1
todo these were missing so we 're not handling them elsewhere \?,1
todo cache \?,1
fixme wtf is this \? why would these use the class \?,1
todo figure out how this can happen and possibly remove,1
fixme i do not like this,1
fixme these description should probably be moved out to constantine project which deal with all platform dependent constant,1
fixme this below is temporary but it much safer for cow it prevents not shared string with begin ! this allows now e g bytelist set not to be begin aware,1
todo what about n arg \?,1
fixme i think this chunk is equivalent to mri id name and not our public method id name make into method if used more than once,1
todo cache \?,1
fixme this is probably not very efficient since it load all method for each call,1
hack in to replace usual readline with this,1
if we get here we found a matching method use it todo choose narrowest method by continuing to search,1
todo this is kinda gross,1
fixme in order for thread to play well with the standard 'new behavior it must provide an allocator that can create empty object instance which initialize then fill with appropriate data,1
these extra array are really unfortunate split some of these path out to eliminate \?,1
we clone dynamic scope because this will be a new instance of a block any previously captured instance of this block may still be around and we do not want to start overwriting those value when we create a new one enebo once we make self lastclass and lastmethod immutable we can remove duplicate,1
todo protected method this is going to require a rework of some of the mechanism,1
if not overloaded we add a method that guess at which signature to use todo just adding first one right now add in signature guessing logic,1
ss fixme this should never get called for constant svalues,1
todo this version is better than the hackish previous one window behavior need to be defined though i suppose this version could be improved more too todo etcpasswd is also inadequate for macosx since it doe not use etcpasswd for regular user account,1
fixme there 's some code duplication here with rubyobject inspect,1
for visibility checking without requiring frame self todo do not bother passing when fcall or vcall and adjust callsite appropriately,1
fixme figure out why we get null sometimes,1
hacky advance position to eat newline here,1
need to reexamine this,1
fixme this is currently only here because of some problem with iooutputstream writing to a bare runtime without a proper scope,1
workaround for jruby,1
using iooutputstream may not be the most performance way but it 's easy,1
ignore bean doe not get registered todo why doe that bother me \?,1
todo not allocatable allocator is probably ok here confirm jruby,1
enebo lot of optz in parser here,1
fixme move out of this class !,1
in fact we should probably raise an error yes \?,1
todo ary sort check should be done here,1
todo get rid of this lax return strict will throw,1
bit risky if someone change completor but useful for method call,1
todo the rest of this seeking to same position is unnecessary since we share a channel but some of this may be needed \?,1
todo is this the right thing to do \?,1
fixme this probably belongs in a different package,1
fixme not very efficient,1
we clone dynamic scope because this will be a new instance of a block any previously captured instance of this block may still be around and we do not want to start overwriting those value when we create a new one enebo once we make self lastclass and lastmethod immutable we can remove duplicate,1
this is gross but java api 's are not iso compliant at all,1
todo is this correct \?,1
workaround for jruby mri doe not enter this production for some reason,1
create block for this iter node fixme we should not use the current scope if it 's not actually from the same hierarchy of static scope,1
ss fixme do we need to check if l is same a whatever popped \?,1
ss fixme where is this set up \? how is this diff from classvardeclnode \? \?,1
fixme do we need the check or doe main java not call this they should consolidate,1
fixme this table will get moved into posix library so we can get all actual supported signal this is a quick fix to support basic signal until that happens,1
fixme this worry me a bit since it could allocate a lot with a large newlength,1
todo this filtering is kind of gross it would be nice to get some parser help here,1
todo decompose getjavapackagemodule so we do not parse fullname,1
this is gross but java api 's are not iso compliant at all,1
fixme get rid of laziness and handle restricted access elsewhere,1
todo for now we use a faithful reimplementation of mri 's algorithm but should use utf encoding facility from joni once it start prefroming utf content validation,1
if we do not have opt args start after args they will be assigned later this is for crap like def foo a b true which number b before a fixme only starting after required args since opt args may access others and rest args conflict with compileroot using to indicate signature,1
fixme determine if a real allocator is needed here do people want to extend javaclass \? do we want them to do that \? can you class new javaclass \? should you be able to \? todo not allocatable allocator is probably ok here since we do not intend for people to monkey with this type and it can not be marshalled confirm jruby,1
grrr arghh want to subclass sun misc floatingdecimal but can not so we must do all this the next line of code which ha already been done by floatingdecimal,1
fixme do we really want 'declared method \? includes privateprotected and doe not include superclass method also the getdeclared call may throw securityexception if we 're running under a restrictive security policy,1
small hack to save a cast later on,1
this is perhaps innefficient timewise \? optimal spacewise,1
todo confirm expected args are irubyobject or similar,1
there 's not a compelling reason to keep javaclass instance in a weak map any proxy created are were kept in a non weak map so in most case they will stick around anyway and some good reason not to javaclass creation is expensive for one many lookup are performed when passing parameter tofrom method etc todo faster custom concurrent map,1
todo check for java reserved name and raise exception if encountered,1
fixme jruby end up with condition returning null quick fix until i can dig into it,1
workaround for a bug in sun 's jdk x see,1
fixme weakref rb also doe caller here for the backtrace,1
fixme remove this from grammar,1
todo it 's perhaps just a coincidence that all the channel for which we should raise are instanceof selectablechannel since stdio is not so this bother me slightly con,1
fixme not sure what the semantics of transfer are cfiber definefastmethod transfer cb getfastoptmethod transfer,1
fixme this is pretty gross we should have a cleaner initialization that doe not depend on package visible field and ideally is atomic probably using an immutable structure we replace all at once lazy null when no group defined,1
this is a dummy scope we should find a way to make that more explicit,1
fixme resolve what the hell is going on,1
rb obj id return the internal id of an object fixme should this be renamed to match it ruby name \?,1
again should not happen todo might want to throw exception instead,1
fixme maybe not best place but move it to a good home,1
todo not allocatable allocator may be ok here but it 's unclear how structs work with marshalling confirm behavior and ensure we 're doing this correctly jruby,1
todo should next and return also catch here \?,1
we always prepend an org jruby proxy package to the beginning because java and javax package are protected and signed jar prevent u generating new class with those package name see jruby,1
todo we should be able to optimize this quite a bit post javaclass already ha all the method organized by method name the next version supporting protected methodsfields will have them organized even further so collectmethods here can just lookup the overridden method in the javaclass map should be much faster,1
index for the item this could probably be more efficient bailing out on assigning args past the end \?,1
todo make more efficient by not creating irubyarray,1
rb mod remove cvar fixme any good reason to have two identical method \? same a remove class variable,1
from dup setup rb copy generic ivar from dup setup here unlikely,1
if we do not have opt args start after args they will be assigned later this is for crap like def foo a b true which number b before a fixme only starting after required args since opt args may access others and rest args conflict with compileroot using to indicate signature,1
if it 's a single arg when but contains an array we know it 's a real literal array fixme this is a gross way to figure it out parser help similar to yield argument passing expandarguments would be better,1
todo only setaccessible to account for pattern found by accessing constant included from a non public interface aka java util zip zipconstants being implemented by many class,1
not intended to be called directly by user private old todo from ruby code this should be implemented in javaclass java where we can check for reserved ruby name conflicting method etc,1
fixme do not allow multiple thread to do this at once,1
todo bleeding runtime into parser arity may be should be in parser to keep bleeding oneway,1
rb ary push m fixme whis is this named push m \?,1
todo this probably is not the best hack but it work until we can have different root frame setup for easily,1
todo at least parsersupport attrset pass argsnode a null implicitnil is wrong magic for setupargs since it will irubyobject nil so we need to figure out a nice fast null pattern for setupargs assert argsnode ! null receivernode is not null,1
hack in order to have stdouterr act like ttys and flush always we set anything assigned to stdoutstderr to sync,1
fixme not very efficient,1
todo people extending gzipwriterreader will break find better way here,1
fixme set up a call configuration for this,1
process stream get channel newchannel ed into filechannel but are not actually seekable so instead of just the isseekable check doing instanceof filechannel we must also add this boolean to check which we set to false when it 's known that the incoming channel is from a process fixme this is gross and it 's nio 's fault for not providing a nice way to tell if a channel is really seekable,1
again should not happen todo might want to throw exception instead,1
fixme somehow i 'd feel better if this could get the appropriate var index from the argumentnode,1
fixme can get optimized for ieqlnode,1
todo rounding mode should not be hard coded see mode,1
fixme moved this here to get what 's obviously a utility method out of irubyobject perhaps security method should find their own centralized home at some point,1
fixme if nativeexception is expected to be used from ruby code it should provide a real allocator to be used otherwise class new will fail a will marshalling jruby,1
object to a is obsolete we match ruby 's hack until to a go away then we can remove this hack too,1
todo callback for value would be more efficient but unlikely to be a big cost constant are rarely assigned,1
fixme this should go somewhere more generic maybe idutil,1
ss fixme move this code to some utils area or probably there is already a method for this in some jruby utils class holy cow ! just to append two darned array !,1
todo set our metaclass to target 's class i e scary !,1
add 'new with full signature so it 's guaranteed to be directly accessible todo no need for this to be a full formal jvm signature,1
context is null wipe out the softreference this could be done with a reference queue,1
todo remove,1
fixme not very efficient,1
fixme big fat hack here because scope name are expected to be interned string by the parser,1
todo this is actually now returning the scope of whoever called method to proc which is obviously wrong but there 's no scope to provide for many method it fix jruby but need a better solution,1
author headius fixme convert to enum \?,1
the following three method must be defined fast since they expect to modify the current frame i e they expect no frame will be allocated for them jruby,1
todo not allocatable allocator is probably ok here since we do not intend for people to monkey with this type and it can not be marshalled confirm jruby,1
ss fixme can this return anything other than nil \?,1
xxx const lookup can trigger const missing is that enough to warrant it always being executed \?,1
for visibility checking without requiring frame self todo do not bother passing when fcall or vcall and adjust callsite appropriately,1
todo should frozen error have it own distinct class \? if not should more share \?,1
todo only used by interface implementation eliminate it,1
fixme null check is removable once we figure out how to assign to unset named block args,1
for jruby when met choose cet timezone to work around joda,1
fixme this is gross do not do this,1
fixme i think we need these pushed somewhere \?,1
ss fixme deprecated ! going forward all instruction should come from the cfg,1
todo should probably apply the null object pattern for a non allowed class rather than null,1
todo should next and return also catch here \?,1
yow this is still ugly,1
add method with full signature so it 's guaranteed to be directly accessible todo no need for this to be a full formal jvm signature,1
fixme this version is faster than the previous but both suffer from a crucial flaw it is impossible to create an objectspace with an iterator that doe not either a hold on to object that might otherwise be collected or b have no way to guarantee that a call to hasnext will be correct or that a subsequent call to next will produce an object for our purpose for now this may be acceptable,1
fixme clearing read buffer here is this appropriate \?,1
todo specifying soft ref may want to compare memory consumption behavior with weak ref specify weak in place of soft below,1
fixme lose syntactical element here and others like this,1
enebo totally weird naming in mri is not allocated and is a local var name,1
fixme this doe not actually support anything but string,1
up to ten stuff into tmp local load in reverse order and assign fixme there 's probably a slightly smarter way but is it important \?,1
xxx do something \?,1
todo only setaccessible to account for pattern found by accessing constant included from a non public interface aka java util zip zipconstants being implemented by many class todo not sure we need this at all since we only expose public field field setaccessible true,1
fixme we want to eliminate these type cast when possible,1
todo decompose getjavapackagemodule so we do not parse fullname,1
hack force clinit to be created,1
fixme if true array is common enough we should pre allocate and stick somewhere,1
optional args so we have irubyobject todo confirm,1
todo this is almost rubymodule instance method on the metaclass perhaps refactor,1
fixme added this because marshal spec seemed to reconstitute object without calling datawrapstruct this resulted in object being null after unmarshalling,1
todo factor this chunk a in mriyarv getaster,1
todo ary sort check should be done here,1
exit monitor before making call fixme this not being in a finally is a little worrisome,1
self args ss fixme verify that this is correct,1
this is for jruby since after a suspend the terminal seems to need to be reinitialized since we can not easily detect suspension initialize after every readline probably not fast but this is for interactive terminal anyway so who care \?,1
todo do above but not below for additional newline node,1
ss fixme receiver this is the class meta object basically \? operand receiver build defsnode getreceivernode s,1
fixme this whole thing could probably be implemented a a module and mixed into appropriate class especially if it us either ioinputoutputstream or is smart about the kind of io like object it 's being used against,1
fixme bit of a kludge here non interface class assigned to both class and module field simplifies proxy extender code will go away when ji is overhauled and proxy extenders are deprecated,1
fixme what should these really be \? numeric \? assert x instanceof rubycomplex y instanceof rubycomplex,1
we 're depending on the side effect of the load which load the class but doe not turn it into a script i do not like it but until we restructure the code a bit more we 'll need to quietly let it by here,1
fixme we should also support orgs that use capitalized package name including embarrassingly the one i work for but this should be enabled by a system property a the expected default behavior for an upper case value should be and is to treat it a a class name and raise an exception if it 's not found,1
index for the item this could probably be more efficient bailing out on assigning args past the end \?,1
todo this version differs from ioctl by checking whether fcntl exists and raising notimplemented if it doe not perhaps no difference for u \?,1
fixme this is temporary since the variable compiler assume we want args already on stack for assignment we just pop and continue with args logic,1
todo eliminate \?,1
todo confirm expected args are irubyobject or similar,1
todo handle writing into original buffer better,1
this is a fairly specific hack for empty string but it doe the job,1
xxx this constructor is a hack to implement the end syntax converting a reader back into an inputstream doe not generally work,1
method ha more than line we 'll need to split it and therefore need to use a heap based scope,1
the implementation of these are all bonus see todo above i wa going to throw an error from these but it appears to be the wrong place to do it,1
todo confirm expected args are irubyobject or similar,1
entry exists proxy doe not match replace this could happen if old proxy wa gc'ed todo raise exception if stored proxy is non null \? not gc'ed,1
todo better algorithm to set precision needed,1
ss fixme used anywhere \? i do not see call to this anywhere public operand builddasgnassignment node node ir scope s dasgnnode dasgnnode dasgnnode node s getvariablecompiler assignlocalvariable dasgnnode getindex dasgnnode getdepth,1
todo make this more intelligible value,1
todo split this into two sub class so that name and constnode can be specified seperately,1
not sure how well this work but it work much better than just currenttimemillis by itself,1
fixme this is copied code from rubyarray both re struct and array should share one impl this is also hacky since i construct ruby object to access ruby array through aref instead of something lower,1
fixme no i do not like it,1
ignore bean doe not get registered todo why doe that bother me \?,1
fixme this is currently only here because of some problem with iooutputstream writing to a bare runtime without a proper scope,1
argument compiler always create irubyobject but we want to use rubyarray concat here fixme a a result this is not efficient since it creates and then later unwraps an array,1
ss fixme what is the difference between classvarasgnnode classvardeclnode,1
fixme set up a callconfiguration for this,1
todo readswrites from frame todo information on scoping todo visibility \?,1
fixme somehow i 'd feel better if this could get the appropriate var index from the argumentnode,1
fixme this is almost entirely duplicated from main java,1
we might need to perform a dst correction,1
fixme this is currently only here because of some problem with iooutputstream writing to a bare runtime without a proper scope,1
create block for this iter node fixme we should not use the current scope if it 's not actually from the same hierarchy of static scope,1
fixme how much more obtuse can this be \? heredoc already parsed this and saved string do not parse just return,1
this need to be split since conditional calling inherited doe not fit standard ruby semantics,1
xxx again screwy evaling under previous frame 's scope,1
ss fixme maybe this is not really a concern after all nesting level of this scope in the lexical nesting of scope in the current file this is not to be confused with semantic nesting of scope across file consider this code in a file f class m m m c end so c is at lexical nesting level of the file script is at in the file f semantically it is at level m m m are at this is primarily used to ensure that variable name do not clash ! i e definition of v in a closure should not override the use of v from the parent scope ! private int lexicalnestinglevel,1
ignore bean doe not get registered todo why doe that bother me \?,1
actual type doe not exactly match method return type re get converter fixme when the only autoconversions are primitive this will not be needed,1
fixme we should probably still be dyncalling 'write here,1
fixme finalizer should be dupped here,1
do not bother to check if final method it will not be there not generated can not be !,1
todo generalize this type checking code into irubyobject helper,1
fixme need to be rethought,1
ruby constant for string should this be moved somewhere else \?,1
let 's only generate method for those the user may actually intend to override that includes any defined in the current class and any ancestor that are also javaproxyclasses but none from any other ancestor class method defined in mixins will be considered intentionally overridden except those from kernel java and javaproxymethods a well a enumerable todo may want to exclude other common mixins \?,1
fixme i do not like the null check here,1
invoke callmethodmissing method directly todo this could be further optimized since some dsl hit method missing pretty hard,1
todo confirm expected args are irubyobject or similar,1
todo this is really ineffient and potentially a problem everytime anyone require 's something we should try to make loadpath a special array object,1
if we get here we found a matching method use it todo choose narrowest method by continuing to search,1
rb obj id return the internal id of an object fixme should this be renamed to match it ruby name \?,1
fixme why wa this using a fullfunctioncallbackmethod before that did callsuper \?,1
if body is a rescue node inspect it piece separately to avoid it disabling all optz todo this is gross,1
fixme this doe not have exact same semantics a rubyarray join but they probably could be consolidated perhaps a join args sep dochomp,1
lame generic issue making segment class static and manually inserting cache reference to work around various problem generically referencing methodsvars across class,1
fixme not very efficient,1
fixme this determine module is in a strange location and should somehow be in block,1
todo \? i think this end up propagating from normal java exception sys fail openfile getpath,1
this seems unlikely to happen unless it 's a totally bogus fileno so do we even need to bother trying to create one \?,1
todo turn off the negative \? will return in lax mode,1
todo list sublist from to clear is supposed to clear the sublist from the list how can we support this operation \?,1
ss fixme what is the difference between classvarasgnnode classvardeclnode,1
see note below re field kludge,1
we 're not setting the provider or anything but it seems that bouncycastle doe some internal thing in it provider 's constructor which require it to be executed in a secure context ideally this hack should be removed see jruby and this bc bug,1
this is a rather ugly hack but similar to mri see hash c ruby setenv and similar in mri we search all key for a case insensitive match and use that,1
todo wrong get interface from class,1
todo make callcoerced work in block context then fix downto step and upto,1
fixme the code below is a copy of rubyio put and we should avoid copy paste,1
install invokedynamic bootstrapper todo need to abstract this setup behind another compiler interface,1
fixme inefficient constructing a bignum just for dumping \?,1
todo ruby doe not seem to care about invalid numeric mode value i am not sure if ruby overflow here also,1
fixme obvious issue that not all platform can display all attribute ugly hack using generic posix library make pushing inspect behavior into specific system impls rather painful,1
rb copy generic ivar from dup setup here unlikely,1
fixme this really ought to be in clinit but it doe not matter much,1
todo callback for value would be more efficient but unlikely to be a big cost constant are rarely assigned,1
using iochannel may not be the most performant way but it 's easy,1
todo this should entry into error handling somewhere,1
todo make this do specific arity calling,1
fixme legal here \? may want unsupportedoperationexception,1
fixme this is an ugly hack to resolve jruby i 'm not proud of it,1
for visibility checking without requiring frame self todo do not bother passing when fcall or vcall and adjust callsite appropriately,1
ss fixme what happens to the add class in this case \? \?,1
ss fixme is this correct \?,1
fixme big fat hack here because scope name are expected to be interned string by the parser,1
ignore bean doe not get registered todo why doe that bother me \?,1
ss fixme are we guaranteed that we splat dont head to multiple assignment node ! i e a b \?,1
todo not allocatable allocator is probably ok here confirm jruby,1
todo catch exception if constant is already set by other thread,1
todo this version differs from ioctl by checking whether fcntl exists and raising notimplemented if it doe not perhaps no difference for u \?,1
todo implement tty \? and isatty we have no real capability to determine this from java but if we could set tty status then we could invoke jruby differently to allow stdin to return true on this this would allow thing like cgi rb to work properly,1
fixme we should be getting this from the runtime rather than assume none \? return runtime getencodingservice getencoding runtime getdefaultexternalencoding,1
object to a is obsolete we match ruby 's hack until to a go away then we can remove this hack too,1
end hack,1
todo this is not an exact port of mri 's pipe behavior so revisit,1
todo protected method this is going to require a rework of some of the mechanism,1
fixme this is currently only here because of some problem with iooutputstream writing to a bare runtime without a proper scope,1
todo factor this chunk a in mriyarv getaster,1
fixme what should this really be \? assert x instanceof rubycomplex,1
fixme this is not right for within ensuredrescued code,1
ss fixme token can be final for a method implying that the token is only for this particular implementation of the method but if the mehod is modified we create a new method object which in turn get a new token what make sense \? \? intuitively it seems the first one but let u see current code version token for this method can change during execution a method get redefined !,1
todo it would be nice to throw a better error for this,1
set up a field for the cacheentry todo make this an array so it 's not a much class metadata similar to abstractscript stuff,1
todo it would be nice to throw a better error for this,1
todo newtypeerror doe not offer enough for ruby error string,1
ss fixme i added this in is this correct \?,1
upper case package name todo top level upper case package wa supported in the previous ruby based implementation so leaving a is see note at getproxyorpackageunderpackage re future approach below the top level,1
todo wire into new exception handling mechanism,1
todo this is also defined in the metaclass too consolidate somewhere,1
fixme constdecl could be two seperate class or done differently since constnode and name never exist at the same time,1
todo not allocatable allocator is probably ok here since we do not intend for people to monkey with this type and it can not be marshalled confirm jruby,1
fixme finalizer should be dupped here,1
todo not allocatable allocator is probably ok here since we do not intend for people to monkey with this type and it can not be marshalled confirm jruby,1
todo number formatting here mri us g api is a must \?,1
todo need to get this back into the method signature now is too late,1
super call from proxy must use reflected method fixme possible to make handle do the superclass call \?,1
optional args so we have irubyobject todo confirm,1
todo better error handling,1
fixme not very efficient,1
ss fixme should this be operand or compoundstring \? can it happen that symbol are built out of other than compound string \? or can it happen during optimization that this becomes a generic operand \?,1
fixme we should really not be creating the dynamic scope for the root of the ast before parsing this make u end up needing to readjust this dynamic scope coming out of parse and for local static scope it will always happen because of and fixme because we end up adjusting this after the fact we can not use any of the specific size scope,1
todo wire into new exception handling mechanism,1
todo not sure that we should skip calling join altogether thread join ha some implication for java memory model etc,1
hack to get right style for input,1
if variable were added then we may need to grow the dynamic scope to match the static one fixme make this so we only need to check this for blockscope ! null we can not currently since we create the dynamicscope for a localstaticscope before parse begin refactoring should make this fixable,1
ss fixme this method at least in the context of multiple assignment is a little weird it call regular to ary on the object but if it encounter a method missing the value is inserted into an element array ! try a b c first then define fixnum to ary method and try it again ex,1
fixme potentially could just use bytelist here \?,1
fixme this is currently only here because of some problem with iooutputstream writing to a bare runtime without a proper scope,1
fixme consider fixing node assign itself rather than single case,1
this is perhaps innefficient timewise \? optimal spacewise,1
end hack,1
ignore job wa cancelled fixme is this ok \?,1
regular division with some default precision todo proper algorithm to set the precision,1
todo exec should replace the current process this could be possible with jna,1
sometimes the value can be retrieved at compile time if we succeed nothing like it ! we might not for the following reason the constant is missing the reference is a forward reference the constant 's value is only known at run time on first access but this is runtime is not it \? \? our compiler is not able to right away infer that this is a constant ss fixme the operand can be a literal array range or hash hence operand because array range and hash derive from operand and not constant is there a way to fix this impedance mismatch \? it should be possible to handle the forward reference case by creating a new forwardreference operand and then inform the scope of the forward reference which the scope can fix up when the reference get defined at code gen time if the reference is unresolved when a value is retrieved for the forward ref and we get a null we can throw a constmissing exception ! not sure !,1
